"","Year","Region","SiteCode","TidalHeight","Transect","LongestBladeLengthMean","LongestBladeLengthSe","LongestBladeWidthMean","SheathLengthMean","SheathLengthSe","EpiphyteBladeAreaMean","EpiphyteDryMassMean","EpiphytePerAreaMean","EpiphytePerAreaSe","DensityShootsMean","DensityShootsSd","DensityShootsSe","PercentSeagrassMean","PercentBareMean","PercentOtherMean","PrevalenceMean","SeverityMean","LesionAreaMean","CountBlades","Percent","CountBrokenTip","BladeAreaMean","Meadow","TempAnomTot_January","TempAnomTot_February","TempAnomTot_March","TempAnomTot_April","TempAnomTot_May","TempAnomTot_June","TempAnomTot_July","TempAnomTot_August","TempAnomTot_September","TempAnomWarm_January","TempAnomWarm_February","TempAnomWarm_March","TempAnomWarm_April","TempAnomWarm_May","TempAnomWarm_June","TempAnomWarm_July","TempAnomWarm_August","TempAnomWarm_September","TempAnomCold_January","TempAnomCold_February","TempAnomCold_March","TempAnomCold_April","TempAnomCold_May","TempAnomCold_June","TempAnomCold_July","TempAnomCold_August","TempAnomCold_September","year","region","site_unique_code","epifauna_per_g_transect_all","epifauna_per_g_transect_large","ampithoid_per_g_transect_all","ampithoid_per_g_transect_large","lacuna_per_g_transect_all","lacuna_per_g_transect_large","idoteid_per_g_transect_all","idoteid_per_g_transect_large","epifauna_log_per_g_transect_all","epifauna_log_per_g_transect_large","ampithoid_log_per_g_transect_all","ampithoid_log_per_g_transect_large","lacuna_log_per_g_transect_all","lacuna_log_per_g_transect_large","idoteid_log_per_g_transect_all","idoteid_log_per_g_transect_large","richness_site_all","richness_site_large","GrazingScarsMeanTransect","Salinity","TransectBeginDecimalLatitude","TransectBeginDecimalLongitude","TransectEndDecimalLatitude","TransectEndDecimalLongitude","CanopyHeight","Structure","StructureLog","EpiphytePerAreaMeanMg","DensityLog","Seagrass.WetMass.g","Macroalgae.WetMass.g","macrophyte_wet_mass_g","richness_sample_all","richness_sample_large","richness_site_all","richness_site_large","epifauna_abundance_total","epifauna_abundance_large","mollusca_abundance_all","mollusca_abundance_large","crustacea_abundance_all","crustacea_abundance_large","amphipod_abundance_all","amphipod_abundance_large","gastropod_abundance_all","gastropod_abundance_large","isopod_abundance_all","isopod_abundance_large","ampithoid_abundance_all","ampithoid_abundance_large","idoteid_abundance_all","idoteid_abundance_large","lacuna_abundance_all","lacuna_abundance_large","region","site","year","site.unique.no.year","simpsons","shannon","simpsons.sqrt","shannon.sqrt","abundance","richness"
"WA.E.U1.2020",2020,"WA","E","U",1,605.8,64.0846315429838,8.4,157.8,9.20543317829205,52.186,0.077,0.00151685369611179,0.00014745472607148,4,8.94427190999916,1.78885438199983,0.03,0.76,0.21,0.55,0.017962987041967,0.76607137892,20,1,1,59.6548802021,"WA_E",2.57796969696967,4.6179696969697,-3.1127474747475,-5.16351515151514,-9.72848484848468,-18.4000101010101,-7.4613838383839,12.1981414141413,17.1910707070706,5.0581515151515,6.28309090909091,2.62254545454544,1.89021212121212,0.972959595959699,0.114646464646501,6.5911616161617,17.961303030303,18.4053030303029,-2.48018181818183,-1.66512121212121,-5.73529292929294,-7.05372727272727,-10.7014444444444,-18.5146565656566,-14.0525454545456,-5.7631616161617,-1.2142323232323,2020,"WA","WA.E.2020",2.04998560797043,1.80436091389947,0.103187759812191,0.103187759812191,0.253337222935364,0.253337222935364,0.0351765864640495,0.0351765864640495,0.260757232522932,0.19898871881162,-1.04346547551754,-1.04346547551754,-0.581970103359922,-0.581970103359922,-1.54749848472749,-1.54749848472749,17,17,0.4,31,48.563353,-122.93589,48.563464,-122.935449,763.6,30.544,1.48492591104959,1.51685369611179,0.602059991327962,22.91,12.69,35.6,7,7,36,36,9,9,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,"BC","D","2019","BC.D",0.790123456790123,1.67698777432242,0.823768169422413,1.76486824680028,9,6
"WA.E.U2.2020",2020,"WA","E","U",2,626.6,37.3411301382269,9.2,161.6,9.31450481775601,52.728,0.0578,0.00105955202916813,0.00016529994233757,18.4,41.1436507859961,8.22873015719923,0.08,0.72,0.2,0.3,0.0338764092647346,0.46702748605,20,1,1,40.96067471025,"WA_E",2.57796969696967,4.6179696969697,-3.1127474747475,-5.16351515151514,-9.72848484848468,-18.4000101010101,-7.4613838383839,12.1981414141413,17.1910707070706,5.0581515151515,6.28309090909091,2.62254545454544,1.89021212121212,0.972959595959699,0.114646464646501,6.5911616161617,17.961303030303,18.4053030303029,-2.48018181818183,-1.66512121212121,-5.73529292929294,-7.05372727272727,-10.7014444444444,-18.5146565656566,-14.0525454545456,-5.7631616161617,-1.2142323232323,2020,"WA","WA.E.2020",1.8580657649453,1.58182811184545,0.42234344492245,0.42234344492245,0.01597393054535,0.01597393054535,0,0,0.0310351874726599,-0.0547449619582962,-0.524595542672698,-0.524595542672698,-1.68864508941035,-1.68864508941035,-2,-2,17,17,0.5,31,48.563431,-122.935569,48.563472,-122.935286,788.2,145.0288,2.16145425353912,1.05955202916813,1.26481782300954,51.95,6.35,58.3,16,15,38,38,116,102,3,3,49,36,2,1,3,3,1,1,0,0,0,0,2,2,"BC","D","2020","BC.D",0.684007134363853,1.50959979324649,0.86010813703402,2.25039964274368,116,13
"WA.E.U3.2020",2020,"WA","E","U",3,655.8,65.176222658267,11.8,194.4,7.59341820262785,71.792,0.11448,0.0015609312062246,0.00011890111969143,9.6,17.343586710943,3.46871734218861,0.032,0.788,0.19,0.45,0.0223704794136717,0.7927591261,20,1,0,66.7852372236,"WA_E",2.57796969696967,4.6179696969697,-3.1127474747475,-5.16351515151514,-9.72848484848468,-18.4000101010101,-7.4613838383839,12.1981414141413,17.1910707070706,5.0581515151515,6.28309090909091,2.62254545454544,1.89021212121212,0.972959595959699,0.114646464646501,6.5911616161617,17.961303030303,18.4053030303029,-2.48018181818183,-1.66512121212121,-5.73529292929294,-7.05372727272727,-10.7014444444444,-18.5146565656566,-14.0525454545456,-5.7631616161617,-1.2142323232323,2020,"WA","WA.E.2020",3.59521391157077,3.15921809713059,0.101791530944625,0.101791530944625,0.0339305103148751,0.0339305103148751,0,0,0.527283163335997,0.48466451767025,-1.33521659590534,-1.33521659590534,-1.55433995384757,-1.55433995384757,-2,-2,17,17,0.2,31,48.563467,-122.93524,48.563531,-122.934977,850.2,81.6192,1.91179233367067,1.5609312062246,0.982271233039568,38.62,1.71,40.33,5,5,38,32,7,7,2,2,3,3,3,3,2,2,0,0,0,0,0,0,0,0,"BC","D","2021","BC.D",0.693877551020408,1.27703425946614,0.735689841803102,1.35815426399341,7,4
"OR.A.U1.2020",2020,"OR","A","U",1,1101.8,79.9320961816966,8.4,271.2,16.7582815348114,64.066,NA,NA,NA,102.777777777778,71.0734854162796,17.7683713540699,0.675,0,0.325,0.45,0.0213338269894017,0.55605435899,20,1,1,68.85402443326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,"OR","OR.A.2020",7.73612196608743,4.17976301432754,4.06460216533106,2.17749971977527,0.0583481634915541,0.029174081745777,0,0,0.822811014009048,0.547974398383298,0.556480261603315,0.287823140538322,-1.44861798772044,-1.58263657519475,-2,-2,26,23,NA,35,43.345965,-124.317859,43.345854,-124.318039,1373,1411.13888888889,3.14956976053646,NA,2.01189922329971,64.7,20.63,85.33,18,18,56,54,123,122,14,14,100,99,94,93,14,14,0,0,5,5,0,0,3,3,"BC","E","2019","BC.E",0.636658073897812,1.53925030839869,0.864280627660617,2.245224561564,123,12
"OR.A.U2.2020",2020,"OR","A","U",2,681.6,77.4690906103847,7.5,180.4,24.8225703745603,37.093,NA,NA,NA,30.5555555555555,61.111111111111,15.2777777777778,0.25,0.125,0.625,0.1,0.00233322922746372,0.01125937088,20,1,0,33.986430118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,"OR","OR.A.2020",12.2008684595579,5.06393044563595,7.11944780556687,3.0229259897318,0.0711141024753938,0.0578662618734119,0.0132478406019819,0.0132478406019819,1.07189731880455,0.694575500515783,0.820289791772405,0.46043125719827,-1.09322980452422,-1.16946938398667,-1.71887926284383,-1.71887926284383,26,23,NA,NA,43.34577,-124.318058,43.345895,-124.318238,862,263.388888888888,2.42059745021565,NA,1.48509018439094,18.89,0.11,19,19,17,48,48,116,93,17,16,76,55,73,54,17,16,0,0,2,2,0,0,1,1,"BC","E","2020","BC.E",0.755053507728894,1.78891163298873,0.881823002096427,2.33698457752335,116,13
"OR.A.U3.2020",2020,"OR","A","U",3,558.8,67.020444641915,6.6,142.6,17.0194006945016,33.188,NA,NA,NA,30.5555555555556,47.4666874739863,11.8666718684966,0.1875,0.7125,0.1,0.6,0.0306875445969273,0.68238654977,20,1,0,24.3819048617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,"OR","OR.A.2020",26.1225034480847,9.09744350707044,5.52040415220262,3.22205179501937,0.237799953511338,0.118899976755669,0,0,1.39184002468632,0.950522889425347,0.716004099736058,0.493923959514507,-0.678844993345461,-0.956196310465962,-2,-2,26,23,NA,NA,43.345911,-124.318344,43.345921,-124.318573,701.4,214.316666666667,2.33105594593642,NA,1.48509018439094,21.38,1.31,22.69,9,9,42,42,36,36,3,3,29,29,29,29,3,3,0,0,0,0,0,0,1,1,"BC","E","2021","BC.E",0.666666666666667,1.35184826197315,0.800792484491154,1.76817698128461,36,7
"OR.B.U1.2020",2020,"OR","B","U",1,517.6,55.2019927176547,5.5,117.8,10.8784190027779,23.35,NA,NA,NA,22.2222222222222,24.0027433274365,6.00068583185914,0.3125,0,0.6875,0.15,0.00922224552164744,0.0388945376,20,1,0,22.0674900663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,"OR","OR.B.2020",2.47560197294607,1.0265085275117,1.96462743157461,0.724171582635137,0.0364177943660943,0.0364177943660943,0,0,0.227979544898223,-0.108743483216312,0.151862296074655,-0.233180561807683,-1.33617563359565,-1.33617563359565,-2,-2,24,17,NA,37,43.359001,-124.309629,43.358908,-124.309813,635.4,141.2,2.14983469671578,NA,1.34678748622466,35.1,22.93,58.03,19,18,56,54,271,220,22,19,211,169,207,165,22,19,0,0,18,16,0,0,4,3,"BC","E","2019","BC.E",0.673030051333724,1.6068611920512,0.873639977990421,2.33711296852004,271,14
"OR.B.U2.2020",2020,"OR","B","U",2,622,112.25150333069,6.4,138.6,16.7349932775606,32.056,NA,NA,NA,16.6666666666667,26.4497349205291,6.61243373013227,0.1125,0.0375,0.85,0.15,0.00461597280413191,0.02673808448,20,1,0,30.4618670683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,"OR","OR.B.2020",11.397490282249,4.29527851342846,7.14799348281388,2.42113108527213,0.222823000021213,0.222823000021213,0,0,0.917539658735493,0.535901566928133,0.658772098399215,0.293650953416196,-0.6611293009008,-0.6611293009008,-2,-2,24,17,NA,NA,43.358871,-124.309866,43.358804,-124.310094,760.6,126.766666666667,2.10300507069192,NA,1.22184874961636,4.4,0,4.4,12,11,48,48,71,69,36,36,31,29,9,7,36,36,0,0,0,0,0,0,0,0,"BC","E","2020","BC.E",0.731997619519936,1.61721926872807,0.847507264708494,2.03012351468042,71,9
"OR.B.U3.2020",2020,"OR","B","U",3,568,33.4932829086669,5.6,153,13.0345694213503,25.92,NA,NA,NA,211.111111111111,117.238457713663,29.3096144284157,0.5125,0.0125,0.4875,0.65,0.0243753096792551,0.51913825633,20,1,0,27.13994405533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,"OR","OR.B.2020",18.7848554031999,8.90894266232963,7.98695540155295,4.66374448159129,0.0297512793050101,0.0297512793050101,0,0,1.25661960819733,0.944804527038941,0.902372770874845,0.659717200416378,-1.5789996036779,-1.5789996036779,-2,-2,24,17,NA,NA,43.358779,-124.310158,43.358735,-124.3104,721,1522.11111111111,3.18244635623293,NA,2.3245110915135,16.51,20.18,36.69,10,10,42,42,31,31,19,19,8,8,8,8,19,19,0,0,1,1,0,0,4,4,"BC","E","2021","BC.E",0.740894901144641,1.71425306437213,0.858590932604615,2.08021846059164,31,9
"OR.C.U1.2020",2020,"OR","C","U",1,1173.6,125.762315500312,7.2,253.4,17.4315805364861,72.596,NA,NA,NA,69.4444444444445,34.3966215203828,8.5991553800957,0.75,0,0.25,0.7,0.00262423008453902,0.12588544736,20,1,0,72.46625,"OR_C",3.91818181818168,-0.0962626262625648,-32.16298989899,-20.9172929292928,33.3195656565653,-20.0005656565659,-54.4961212121213,-13.1375858585859,-34.584414141414,5.44816161616158,2.34947474747484,0,1.2692323232323,35.8589797979795,6.4027070707069,0,12.3320202020201,6.4411717171717,-1.5299797979799,-2.44573737373741,-32.16298989899,-22.1865252525251,-2.5394141414142,-26.4032727272728,-54.4961212121213,-25.469606060606,-41.0255858585857,2020,"OR","OR.C.2020",1.7312753504364,0.446225162504744,0.0514020075172661,0.0514020075172661,0.189215124918414,0.0350091023666153,0.0327858103013016,0.0327858103013016,0.208352924927982,-0.379341388826148,-1.23275571762459,-1.23275571762459,-0.751317132475154,-1.54840559828055,-1.5608206322071,-1.5608206322071,21,17,NA,35,44.613179,-124.013933,44.612987,-124.013858,1427,990.972222222223,2.9960614810194,NA,1.84163750790475,28.39,23.51,51.9,24,24,56,54,157,150,74,70,62,59,60,57,74,70,1,1,9,9,1,1,2,2,"BC","E","2019","BC.E",0.833867499695728,2.10880796806333,0.911144207834598,2.60759319090134,157,17
"OR.C.U2.2020",2020,"OR","C","U",2,1166.2,112.570600069468,8.3,300.2,24.9627722819402,78.293,NA,NA,NA,61.1111111111111,34.5458483447734,8.63646208619335,0.65,0,0.35,0.45,0.0148277098772119,0.63582995906,20,1,0,72.61475,"OR_C",3.91818181818168,-0.0962626262625648,-32.16298989899,-20.9172929292928,33.3195656565653,-20.0005656565659,-54.4961212121213,-13.1375858585859,-34.584414141414,5.44816161616158,2.34947474747484,0,1.2692323232323,35.8589797979795,6.4027070707069,0,12.3320202020201,6.4411717171717,-1.5299797979799,-2.44573737373741,-32.16298989899,-22.1865252525251,-2.5394141414142,-26.4032727272728,-54.4961212121213,-25.469606060606,-41.0255858585857,2020,"OR","OR.C.2020",0.852643779621654,0.472923982831952,0.0322185707842,0.0322185707842,0.0575340889477015,0.0575340889477015,0,0,-0.185826268983509,-0.422297908376095,-1.56410515619692,-1.56410515619692,-1.45142658864837,-1.45142658864837,-2,-2,21,17,NA,NA,44.61291,-124.013797,44.612731,-124.013813,1466.4,896.133333333333,2.95237263200908,NA,1.78612018005492,7.82,3.21,11.03,10,10,48,48,46,46,5,5,35,35,35,35,5,5,0,0,1,1,0,0,0,0,"BC","E","2020","BC.E",0.731568998109641,1.53289439063907,0.820448460763165,1.82263517272649,46,7
"OR.C.U3.2020",2020,"OR","C","U",3,996,202.503333305899,7.6,276.6,37.304959455815,67.02,NA,NA,NA,36.1111111111111,24.6372864734261,6.15932161835652,0.525,0.175,0.3,0.8,0.00905222081385959,0.74097285153,20,1,0,83.5845,"OR_C",3.91818181818168,-0.0962626262625648,-32.16298989899,-20.9172929292928,33.3195656565653,-20.0005656565659,-54.4961212121213,-13.1375858585859,-34.584414141414,5.44816161616158,2.34947474747484,0,1.2692323232323,35.8589797979795,6.4027070707069,0,12.3320202020201,6.4411717171717,-1.5299797979799,-2.44573737373741,-32.16298989899,-22.1865252525251,-2.5394141414142,-26.4032727272728,-54.4961212121213,-25.469606060606,-41.0255858585857,2020,"OR","OR.C.2020",0.915627563156177,0.42008531185574,0.0451195668521582,0.0300797112347721,0.180220606050865,0.0451195668521582,0,0,-0.0350717277749593,-0.370589009061129,-1.49948134764832,-1.57695699730193,-0.743833571884246,-1.49948134764832,-2,-2,21,17,NA,NA,44.612661,-124.013774,44.612537,-124.013645,1272.6,459.55,2.66233277043975,NA,1.55764085153955,50.22,32.98,83.2,6,6,42,42,17,17,15,15,1,1,1,1,15,15,0,0,0,0,0,0,3,3,"BC","E","2021","BC.E",0.664359861591695,1.39455731916503,0.796782351995299,1.6953862961673,17,6
"OR.D.U1.2020",2020,"OR","D","U",1,979.2,94.4321978988099,6.9,254.4,23.6993670801564,58.952,NA,NA,NA,113.888888888889,56.9275042553312,14.2318760638328,0.925,0,0.075,0.5,0.011110500561454,0.39695799233,20,1,0,56.672,"OR_D",0.618393939394299,-0.0817676767677664,-32.1916464646465,-20.9068383838387,32.8191010101013,-20.0390505050507,-54.5415656565657,-12.7510606060606,-34.8405757575758,2.6408383838386,2.40119191919193,0,1.2673939393939,35.3693333333336,6.3459999999999,0,12.5409292929292,6.3121313131313,-2.0224444444443,-2.4829595959597,-32.1916464646465,-22.1742323232326,-2.5502323232323,-26.3850505050506,-54.5415656565657,-25.2919898989898,-41.1527070707071,2020,"OR","OR.D.2020",0.77562331322464,0.63611624142648,0.0421141292903769,0.0421141292903769,0.207066493709403,0.150035604120755,0.0254452926208651,0.0254452926208651,-0.105311184520981,-0.190026810932774,-1.51290941747157,-1.51290941747157,-0.663463805617585,-0.7958423142628,-1.60772492588099,-1.60772492588099,23,20,NA,35,44.619124,-124.032145,44.61917,-124.032388,1233.6,1404.93333333333,3.14765571665933,NA,2.05648135595245,8.05,0,8.05,9,9,56,54,25,25,0,0,17,17,9,9,0,0,0,0,2,2,0,0,0,0,"BC","E","2019","BC.E",0.7648,1.57580855841875,0.812229122226291,1.72684906185034,25,6
"OR.D.U2.2020",2020,"OR","D","U",2,725,21.8997716883076,7.2,195.4,9.3680307429043,44.016,NA,NA,NA,63.8888888888889,22.9061423645426,5.72653559113565,0.6375,0,0.3625,0.55,0.0272515779353789,0.70179426786,20,1,0,52.84495538574,"OR_D",0.618393939394299,-0.0817676767677664,-32.1916464646465,-20.9068383838387,32.8191010101013,-20.0390505050507,-54.5415656565657,-12.7510606060606,-34.8405757575758,2.6408383838386,2.40119191919193,0,1.2673939393939,35.3693333333336,6.3459999999999,0,12.5409292929292,6.3121313131313,-2.0224444444443,-2.4829595959597,-32.1916464646465,-22.1742323232326,-2.5502323232323,-26.3850505050506,-54.5415656565657,-25.2919898989898,-41.1527070707071,2020,"OR","OR.D.2020",1.3273999125357,0.565704656750953,0.151844890040971,0.0979654093855096,0.617203002220681,0.205724370696431,0.0195871038508246,0.0195871038508246,0.107249730576953,-0.239995656040426,-0.816438116846179,-0.997419006243665,-0.279745474757992,-0.689261078419504,-1.654131314368,-1.654131314368,23,20,NA,35,44.619186,-124.03245,44.619233,-124.032686,920.4,588.033333333334,2.76940194524691,NA,1.80542533525031,6.22,0.26,6.48,6,6,48,48,9,8,0,0,9,8,3,3,0,0,3,3,1,1,3,3,0,0,"BC","E","2020","BC.E",0.740740740740741,1.46481638489081,0.784609690826528,1.57189176571534,9,5
"OR.D.U3.2020",2020,"OR","D","U",3,827.2,71.2722947575003,7.4,236.8,21.8824130296455,51.136,NA,NA,NA,150,86.3050385017115,21.5762596254279,0.65,0,0.35,0.45,0.0867967332427409,2.07301053928,20,1,1,41.63,"OR_D",0.618393939394299,-0.0817676767677664,-32.1916464646465,-20.9068383838387,32.8191010101013,-20.0390505050507,-54.5415656565657,-12.7510606060606,-34.8405757575758,2.6408383838386,2.40119191919193,0,1.2673939393939,35.3693333333336,6.3459999999999,0,12.5409292929292,6.3121313131313,-2.0224444444443,-2.4829595959597,-32.1916464646465,-22.1742323232326,-2.5502323232323,-26.3850505050506,-54.5415656565657,-25.2919898989898,-41.1527070707071,2020,"OR","OR.D.2020",1.45986022799994,0.611473297410731,0.228545309107531,0.171408981830648,0.651728149299183,0.210798035862696,0,0,0.148258104774328,-0.216492911701908,-1.1652994278401,-1.22622465547707,-0.179334529816977,-0.656526964306626,-2,-2,23,20,NA,35,44.619241,-124.032753,44.619216,-124.033024,1064,1596,3.20303288701471,NA,2.17609125905568,3.88,0.1,3.98,5,5,42,42,8,8,2,2,2,2,1,1,2,2,1,1,0,0,1,1,2,2,"BC","E","2021","BC.E",0.75,1.49417513828931,0.788228499582879,1.58130278935068,8,5
"OR.E.U1.2020",2020,"OR","E","U",1,676,44.4893245621913,6.2,188.8,10.8277421469113,40.139,NA,NA,NA,86.1111111111111,68.7184270936277,17.1796067734069,0.475,0.3,0.225,0.9,0.078343898600925,2.58797889124,20,1,4,39.13625,"OR_E",0.762525252525368,-0.134666666666662,-32.1770808080807,-20.8487979797979,33.0292929292927,-20.2023939393939,-54.6224848484847,-12.863393939394,-34.7954242424245,2.70626262626267,2.35772727272723,0,1.2875353535354,35.5894747474746,6.3260303030304,0,12.4792424242425,6.365212121212,-1.9437373737373,-2.49239393939389,-32.1770808080807,-22.1363333333333,-2.5601818181819,-26.5284242424243,-54.6224848484847,-25.3426363636365,-41.1606363636365,2020,"OR","OR.E.2020",0.923558523131371,0.357952896187751,0.0726075802313762,0.0484050534875841,0.12101263371896,0.0242025267437921,0,0,-0.134364943338227,-0.604580621479167,-1.40453293089536,-1.48569382498396,-1.29927795786567,-1.61677478700184,-2,-2,18,15,NA,30,44.623738,-124.0226,44.623896,-124.022698,864.8,744.688888888889,2.87197487401224,NA,1.93505919306699,35.16,0,35.16,12,12,56,54,36,36,27,27,5,5,1,1,27,27,0,0,1,1,0,0,5,5,"BC","E","2019","BC.E",0.774691358024691,1.77221235645111,0.860901914057591,2.08100779010322,36,9
"OR.E.U2.2020",2020,"OR","E","U",2,901.4,94.9750493550806,8,187.8,14.2492105044455,67.322,NA,NA,NA,91.6666666666665,38.8888888888888,9.72222222222219,0.75,0.125,0.125,0.85,0.0771724741491537,3.24496668803,20,1,1,45.3075,"OR_E",0.762525252525368,-0.134666666666662,-32.1770808080807,-20.8487979797979,33.0292929292927,-20.2023939393939,-54.6224848484847,-12.863393939394,-34.7954242424245,2.70626262626267,2.35772727272723,0,1.2875353535354,35.5894747474746,6.3260303030304,0,12.4792424242425,6.365212121212,-1.9437373737373,-2.49239393939389,-32.1770808080807,-22.1363333333333,-2.5601818181819,-26.5284242424243,-54.6224848484847,-25.3426363636365,-41.1606363636365,2020,"OR","OR.E.2020",0.844109711341597,0.390924908012575,0.0205676676264911,0.0205676676264911,0.24709045773638,0.102977561241699,0,0,-0.108108403094571,-0.591398666857712,-1.64563944619444,-1.64563944619444,-0.613206312920006,-0.954226170180858,-2,-2,18,15,NA,31,44.623685,-124.023171,44.623773,-124.023377,1089.2,998.433333333332,2.99931907177853,NA,1.9622114391106,9.01,0,9.01,13,13,48,48,39,39,9,9,24,24,22,22,9,9,0,0,2,2,0,0,0,0,"BC","E","2020","BC.E",0.72715318869165,1.79606050569845,0.879413635379752,2.27066508335645,39,11
"OR.E.U3.2020",2020,"OR","E","U",3,619.8,13.9046754726603,6,165.2,18.10635247641,35.146,NA,NA,NA,66.6666666666667,25.6600119639834,6.41500299099585,0.275,0.5,0.225,0.8,0.0737410663587402,1.80807824346,20,1,4,33.9835,"OR_E",0.762525252525368,-0.134666666666662,-32.1770808080807,-20.8487979797979,33.0292929292927,-20.2023939393939,-54.6224848484847,-12.863393939394,-34.7954242424245,2.70626262626267,2.35772727272723,0,1.2875353535354,35.5894747474746,6.3260303030304,0,12.4792424242425,6.365212121212,-1.9437373737373,-2.49239393939389,-32.1770808080807,-22.1363333333333,-2.5601818181819,-26.5284242424243,-54.6224848484847,-25.3426363636365,-41.1606363636365,2020,"OR","OR.E.2020",1.51214145876495,0.711932311303379,0.0270548130512418,0.0270548130512418,0.522548619944686,0.0882768361581921,0.0270548130512418,0.0270548130512418,0.16439956169454,-0.154016872193084,-1.59653837799162,-1.59653837799162,-0.406451573855921,-1.36459809871752,-1.59653837799162,-1.59653837799162,18,15,NA,30,44.623801,-124.023488,44.623822,-124.023742,785,523.333333333334,2.71877839768957,NA,1.82390874094432,6.41,2.29,8.7,7,7,42,42,11,11,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,"BC","E","2021","BC.E",0.694214876033058,1.3667110520552,0.773451289653463,1.54657124149307,11,5
"BB.A.L4.2020",2020,"BB","A","L",4,962,149.470732921198,7.8,223,28.0891438103763,80.46,0.02032,0.00033600530138106,0.00011608761417401,136.25,58.7898800815242,14.6974700203811,0.95,0.05,0,0.85,0.0323925482516303,3.64768380369,20,1,2,183.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,"BB","BB.A.2020",4.65072518493664,4.65072518493664,0.00523450586264656,0.00523450586264656,0.00990687537150782,0.00990687537150782,0.50152726846703,0.50152726846703,0.667861087599336,0.667861087599336,-1.84445156261142,-1.84445156261142,-1.76279169188093,-1.76279169188093,-0.362798884729073,-0.362798884729073,34,34,NA,NA,38.31867,-123.053792,38.318819,-123.053663,1185,1614.5625,3.2080548612948,0.33600530138106,2.13433651094868,19.58,0,19.58,13,11,56,54,31,28,7,7,8,5,6,3,7,7,1,1,3,2,1,1,0,0,"BC","E","2019","BC.E",0.753381893860562,1.82280333324459,0.874495767598752,2.19825343691174,31,10
"BB.A.L5.2020",2020,"BB","A","L",5,857.4,33.849076796864,8.6,193,19.7863589374094,63.932,0.01195,0.00017391269728803,9.1954547405678e-06,191.25,52.021630116712,13.005407529178,1,0,0,0.75,0.0631352499116862,3.25110783577,20,1,4,73.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,"BB","BB.A.2020",8.96605136281268,8.96605136281268,0.00685307017543859,0.00685307017543859,0.0108956199607758,0.0108956199607758,0.51998659313079,0.51998659313079,0.937781822002956,0.937781822002956,-1.81256957435556,-1.81256957435556,-1.74884626670341,-1.74884626670341,-0.301518025246881,-0.301518025246881,34,34,NA,NA,38.318892,-123.053538,38.319039,-123.05367,1050.4,2008.89,3.30295615690708,0.17391269728803,2.28160144382566,8.1,5.37,13.47,9,8,48,48,11,10,4,4,5,4,3,3,4,4,0,0,0,0,0,0,0,0,"BC","E","2020","BC.E",0.859504132231405,2.01981499249295,0.871234195573905,2.06474028333384,11,8
"BB.A.L6.2020",2020,"BB","A","L",6,1119,195.477620202416,7.8,241.8,26.0564771218214,62.494,0.022325,0.00134322556118361,0.00109735075347502,103.75,53.4438958160799,13.36097395402,1,0,0,0.75,0.0286913040498873,1.41525779585,20,1,5,61.71443056895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,"BB","BB.A.2020",8.07287195285485,8.07287195285485,0.00801538954793202,0.00801538954793202,0.0202016166000349,0.0202016166000349,0.406968901144385,0.406968901144385,0.873388569099498,0.873388569099498,-1.79225641667586,-1.79225641667586,-1.55633782433627,-1.55633782433627,-0.390252638946898,-0.390252638946898,34,34,NA,NA,38.319145,-123.053656,38.319322,-123.053683,1360.8,1411.83,3.14978240598864,1.34322556118361,2.01598810538413,4.35,0.43,4.78,11,11,42,42,17,17,4,4,4,4,3,3,4,4,0,0,3,3,0,0,3,3,"BC","E","2021","BC.E",0.802768166089965,1.84386143796137,0.85975840786285,2.02403765153319,17,8
